Embedding,Predictor,MAE,R2
KernelPCA,LinearRegression,14.731916680640278,-0.0006056462981030685
KernelPCA,Lasso,14.731916680640278,-0.0006056462981030685
KernelPCA,Ridge,14.731916680640278,-0.0006056462981030685
