Embedding,Predictor,MAE,R2
FastICA_0,LinearRegression,14.848131349050746,-0.0010288815020342845
FastICA_0,Lasso,14.847979112163102,-0.0010112183934791075
FastICA_0,Ridge,14.848131349033821,-0.0010288814998618667
